tweet_ids,number_of_likes,number_of_retweets,number_of_followers,numer_of_friends,source,Date_Time
708109389455101952,1895,536,8897935,18,Twitter for iPhone,Fri Mar 11 01:56:49 +0000 2016
708026248782585858,4275,1865,8897935,18,Twitter for iPhone,Thu Mar 10 20:26:26 +0000 2016
707995814724026368,3042,1092,8897935,18,Twitter for iPhone,Thu Mar 10 18:25:30 +0000 2016
707983188426153984,48,2,8897935,18,Twitter for iPhone,Thu Mar 10 17:35:20 +0000 2016
707969809498152960,2620,931,8897935,18,Twitter for iPhone,Thu Mar 10 16:42:10 +0000 2016
707776935007539200,3182,925,8897935,18,Twitter for iPhone,Thu Mar 10 03:55:45 +0000 2016
707741517457260545,2416,590,8897935,18,Twitter for iPhone,Thu Mar 10 01:35:01 +0000 2016
707738799544082433,3972,2383,8897935,18,Vine - Make a Scene,Thu Mar 10 01:24:13 +0000 2016
707693576495472641,3304,957,8897935,18,Twitter for iPhone,Wed Mar 09 22:24:31 +0000 2016
707629649552134146,2497,837,8897935,18,Vine - Make a Scene,Wed Mar 09 18:10:30 +0000 2016
707610948723478529,16488,6129,8897935,18,Twitter for iPhone,Wed Mar 09 16:56:11 +0000 2016
707420581654872064,2195,672,8897935,18,Twitter for iPhone,Wed Mar 09 04:19:44 +0000 2016
707411934438625280,2234,580,8897935,18,Twitter for iPhone,Wed Mar 09 03:45:22 +0000 2016
707387676719185920,3397,1238,8897935,18,Twitter for iPhone,Wed Mar 09 02:08:59 +0000 2016
707377100785885184,3182,1055,8897935,18,Twitter for iPhone,Wed Mar 09 01:26:57 +0000 2016
707315916783140866,2408,617,8897935,18,Twitter for iPhone,Tue Mar 08 21:23:50 +0000 2016
707297311098011648,2705,757,8897935,18,Twitter for iPhone,Tue Mar 08 20:09:54 +0000 2016
707059547140169728,2526,652,8897935,18,Twitter for iPhone,Tue Mar 08 04:25:07 +0000 2016
707038192327901184,2126,760,8897935,18,Twitter for iPhone,Tue Mar 08 03:00:15 +0000 2016
707021089608753152,3972,1308,8897935,18,Twitter for iPhone,Tue Mar 08 01:52:18 +0000 2016
707014260413456384,2253,581,8897935,18,Twitter for iPhone,Tue Mar 08 01:25:10 +0000 2016
706904523814649856,14139,7607,8897935,18,Vine - Make a Scene,Mon Mar 07 18:09:06 +0000 2016
706901761596989440,1993,566,8897935,18,Twitter for iPhone,Mon Mar 07 17:58:08 +0000 2016
706681918348251136,3209,946,8897935,18,Twitter for iPhone,Mon Mar 07 03:24:33 +0000 2016
706644897839910912,2497,1054,8897935,18,Twitter for iPhone,Mon Mar 07 00:57:27 +0000 2016
706593038911545345,2096,611,8897935,18,Twitter for iPhone,Sun Mar 06 21:31:22 +0000 2016
706538006853918722,3377,1385,8897935,18,Twitter for iPhone,Sun Mar 06 17:52:42 +0000 2016
706516534877929472,3034,1001,8897935,18,Twitter for iPhone,Sun Mar 06 16:27:23 +0000 2016
706346369204748288,3358,899,8897935,18,Twitter for iPhone,Sun Mar 06 05:11:12 +0000 2016
706310011488698368,20671,7652,8897935,18,Twitter for iPhone,Sun Mar 06 02:46:44 +0000 2016
706291001778950144,1658,463,8898593,18,Twitter for iPhone,Sun Mar 06 01:31:11 +0000 2016
706265994973601792,2665,902,8897935,18,Twitter for iPhone,Sat Mar 05 23:51:49 +0000 2016
706169069255446529,3798,2139,8897935,18,Twitter for iPhone,Sat Mar 05 17:26:40 +0000 2016
706166467411222528,5008,1554,8897935,18,Twitter for iPhone,Sat Mar 05 17:16:20 +0000 2016
706153300320784384,1440,373,8897935,18,Vine - Make a Scene,Sat Mar 05 16:24:01 +0000 2016
705975130514706432,3016,707,8897935,18,Twitter for iPhone,Sat Mar 05 04:36:02 +0000 2016
705970349788291072,3095,868,8897935,18,Twitter for iPhone,Sat Mar 05 04:17:02 +0000 2016
705898680587526145,2302,534,8897935,18,Twitter for iPhone,Fri Mar 04 23:32:15 +0000 2016
705786532653883392,1877,500,8897935,18,Twitter for iPhone,Fri Mar 04 16:06:36 +0000 2016
705591895322394625,3088,1112,8897935,18,Twitter for iPhone,Fri Mar 04 03:13:11 +0000 2016
705475953783398401,2881,881,8897935,18,Twitter for iPhone,Thu Mar 03 19:32:29 +0000 2016
705442520700944385,4295,1568,8897935,18,Twitter for iPhone,Thu Mar 03 17:19:38 +0000 2016
705428427625635840,3698,1619,8897935,18,Twitter for iPhone,Thu Mar 03 16:23:38 +0000 2016
705239209544720384,2908,732,8897935,18,Twitter for iPhone,Thu Mar 03 03:51:44 +0000 2016
705223444686888960,2523,775,8897935,18,Twitter for iPhone,Thu Mar 03 02:49:06 +0000 2016
705102439679201280,2083,502,8897935,18,Twitter for iPhone,Wed Mar 02 18:48:16 +0000 2016
705066031337840642,2132,598,8897935,18,Twitter for iPhone,Wed Mar 02 16:23:36 +0000 2016
704871453724954624,4162,1089,8897935,18,Twitter for iPhone,Wed Mar 02 03:30:25 +0000 2016
704859558691414016,2187,520,8897935,18,Twitter for iPhone,Wed Mar 02 02:43:09 +0000 2016
704847917308362754,4927,1470,8897935,18,Twitter for iPhone,Wed Mar 02 01:56:53 +0000 2016
704819833553219584,2567,950,8897935,18,Twitter for iPhone,Wed Mar 02 00:05:17 +0000 2016
704761120771465216,6459,2831,8897935,18,Twitter for iPhone,Tue Mar 01 20:11:59 +0000 2016
704499785726889984,2830,983,8897935,18,Twitter for iPhone,Tue Mar 01 02:53:32 +0000 2016
704491224099647488,730,75,8897935,18,Twitter for iPhone,Tue Mar 01 02:19:31 +0000 2016
704480331685040129,3297,1036,8897935,18,Twitter for iPhone,Tue Mar 01 01:36:14 +0000 2016
704364645503647744,7768,3442,8897935,18,Twitter for iPhone,Mon Feb 29 17:56:32 +0000 2016
704347321748819968,1532,339,8897934,18,Twitter for iPhone,Mon Feb 29 16:47:42 +0000 2016
704134088924532736,1467,442,8897934,18,Vine - Make a Scene,Mon Feb 29 02:40:23 +0000 2016
704113298707505153,1806,556,8897934,18,Twitter for iPhone,Mon Feb 29 01:17:46 +0000 2016
704054845121142784,2840,890,8897934,18,Twitter for iPhone,Sun Feb 28 21:25:30 +0000 2016
703774238772166656,1788,441,8897934,18,Twitter for iPhone,Sun Feb 28 02:50:28 +0000 2016
703769065844768768,3179,1103,8897934,18,Twitter for iPhone,Sun Feb 28 02:29:55 +0000 2016
703631701117943808,2503,655,8897934,18,Twitter for iPhone,Sat Feb 27 17:24:05 +0000 2016
703611486317502464,3729,1482,8897934,18,Twitter for iPhone,Sat Feb 27 16:03:45 +0000 2016
703425003149250560,3700,1322,8897935,18,Twitter for iPhone,Sat Feb 27 03:42:44 +0000 2016
703407252292673536,2365,673,8897935,18,Twitter for iPhone,Sat Feb 27 02:32:12 +0000 2016
703382836347330562,3411,1109,8897935,18,Twitter for iPhone,Sat Feb 27 00:55:11 +0000 2016
703356393781329922,1861,373,8897935,18,Twitter for iPhone,Fri Feb 26 23:10:06 +0000 2016
703268521220972544,1928,527,8897935,18,Twitter for iPhone,Fri Feb 26 17:20:56 +0000 2016
703079050210877440,7189,2981,8897935,18,Twitter for iPhone,Fri Feb 26 04:48:02 +0000 2016
703041949650034688,25586,12055,8897935,18,Twitter for iPhone,Fri Feb 26 02:20:37 +0000 2016
702932127499816960,2516,697,8897935,18,Twitter for iPhone,Thu Feb 25 19:04:13 +0000 2016
702899151802126337,1569,438,8897935,18,Vine - Make a Scene,Thu Feb 25 16:53:11 +0000 2016
702684942141153280,3141,1034,8897935,18,Twitter for iPhone,Thu Feb 25 02:42:00 +0000 2016
702671118226825216,2134,543,8897935,18,Twitter for iPhone,Thu Feb 25 01:47:04 +0000 2016
702598099714314240,11899,3333,8897935,18,Twitter for iPhone,Wed Feb 24 20:56:55 +0000 2016
702539513671897089,2801,926,8897935,18,Twitter for iPhone,Wed Feb 24 17:04:07 +0000 2016
702332542343577600,3090,1501,8897935,18,Vine - Make a Scene,Wed Feb 24 03:21:41 +0000 2016
702321140488925184,3189,1013,8897935,18,Twitter for iPhone,Wed Feb 24 02:36:23 +0000 2016
702276748847800320,2404,751,8897935,18,Twitter for iPhone,Tue Feb 23 23:39:59 +0000 2016
702217446468493312,4656,1301,8897935,18,Twitter for iPhone,Tue Feb 23 19:44:20 +0000 2016
701981390485725185,3346,957,8897935,18,Twitter for iPhone,Tue Feb 23 04:06:20 +0000 2016
701952816642965504,3738,993,8897935,18,Twitter for iPhone,Tue Feb 23 02:12:47 +0000 2016
701889187134500865,3447,1344,8897935,18,Twitter for iPhone,Mon Feb 22 21:59:57 +0000 2016
701805642395348998,3320,1616,8897935,18,Vine - Make a Scene,Mon Feb 22 16:27:58 +0000 2016
701601587219795968,2036,439,8897935,18,Twitter for iPhone,Mon Feb 22 02:57:08 +0000 2016
701570477911896070,2737,901,8897935,18,Twitter for iPhone,Mon Feb 22 00:53:31 +0000 2016
701545186879471618,2587,591,8897935,18,Twitter for iPhone,Sun Feb 21 23:13:01 +0000 2016
701214700881756160,11873,4927,8897935,18,Twitter for iPhone,Sun Feb 21 01:19:47 +0000 2016
700890391244103680,2158,548,8897935,18,Twitter for iPhone,Sat Feb 20 03:51:05 +0000 2016
700864154249383937,2527,605,8897935,18,Twitter for iPhone,Sat Feb 20 02:06:50 +0000 2016
700847567345688576,2394,485,8897935,18,Twitter for iPhone,Sat Feb 20 01:00:55 +0000 2016
700796979434098688,2369,908,8897935,18,Twitter for iPhone,Fri Feb 19 21:39:54 +0000 2016
700747788515020802,22186,8979,8897935,18,Twitter for iPhone,Fri Feb 19 18:24:26 +0000 2016
700518061187723268,2537,770,8897935,18,Twitter for iPhone,Fri Feb 19 03:11:35 +0000 2016
700505138482569216,2230,549,8897935,18,Twitter for iPhone,Fri Feb 19 02:20:14 +0000 2016
700462010979500032,4005,1723,8897935,18,Twitter for iPhone,Thu Feb 18 23:28:52 +0000 2016
700167517596164096,2562,709,8897935,18,Twitter for iPhone,Thu Feb 18 03:58:39 +0000 2016
700151421916807169,2183,650,8897935,18,Twitter for iPhone,Thu Feb 18 02:54:41 +0000 2016
700143752053182464,7315,2618,8897935,18,Twitter for iPhone,Thu Feb 18 02:24:13 +0000 2016
700062718104104960,2577,665,8897935,18,Twitter for iPhone,Wed Feb 17 21:02:13 +0000 2016
700029284593901568,2018,570,8897935,18,Twitter for iPhone,Wed Feb 17 18:49:22 +0000 2016
700002074055016451,3218,1297,8897935,18,Twitter for iPhone,Wed Feb 17 17:01:14 +0000 2016
699801817392291840,2957,920,8897935,18,Twitter for iPhone,Wed Feb 17 03:45:29 +0000 2016
699788877217865730,2173,496,8897935,18,Twitter for iPhone,Wed Feb 17 02:54:04 +0000 2016
699779630832685056,2663,1194,8897935,18,Twitter for iPhone,Wed Feb 17 02:17:19 +0000 2016
699775878809702401,1903,583,8897936,18,Twitter for iPhone,Wed Feb 17 02:02:25 +0000 2016
699691744225525762,10013,4457,8897936,18,Twitter for iPhone,Tue Feb 16 20:28:06 +0000 2016
699446877801091073,5791,2536,8897936,18,Twitter for iPhone,Tue Feb 16 04:15:05 +0000 2016
699434518667751424,2114,498,8897936,18,Twitter for iPhone,Tue Feb 16 03:25:58 +0000 2016
699423671849451520,1321,310,8897936,18,Twitter for iPhone,Tue Feb 16 02:42:52 +0000 2016
699413908797464576,2032,609,8897936,18,Twitter for iPhone,Tue Feb 16 02:04:04 +0000 2016
699370870310113280,1847,425,8897936,18,Twitter for iPhone,Mon Feb 15 23:13:03 +0000 2016
699323444782047232,3068,837,8897936,18,Twitter for iPhone,Mon Feb 15 20:04:36 +0000 2016
699088579889332224,2188,610,8897936,18,Twitter for iPhone,Mon Feb 15 04:31:20 +0000 2016
699079609774645248,2379,631,8897936,18,Twitter for iPhone,Mon Feb 15 03:55:41 +0000 2016
699072405256409088,2897,1150,8897936,18,Twitter for iPhone,Mon Feb 15 03:27:04 +0000 2016
699060279947165696,3640,1743,8897936,18,Vine - Make a Scene,Mon Feb 15 02:38:53 +0000 2016
699036661657767936,2539,1168,8897936,18,Twitter for iPhone,Mon Feb 15 01:05:02 +0000 2016
698989035503689728,3257,945,8897936,18,Twitter for iPhone,Sun Feb 14 21:55:47 +0000 2016
698953797952008193,2607,886,8897936,18,Twitter for iPhone,Sun Feb 14 19:35:46 +0000 2016
698907974262222848,2470,603,8897936,18,Twitter for iPhone,Sun Feb 14 16:33:40 +0000 2016
698710712454139905,2402,659,8897936,18,Twitter for iPhone,Sun Feb 14 03:29:49 +0000 2016
698703483621523456,1413,362,8897936,18,Twitter for iPhone,Sun Feb 14 03:01:06 +0000 2016
698635131305795584,1260,332,8897936,18,Twitter for iPhone,Sat Feb 13 22:29:29 +0000 2016
698549713696649216,2257,604,8897936,18,Twitter for iPhone,Sat Feb 13 16:50:04 +0000 2016
698355670425473025,1803,432,8897936,18,Twitter for iPhone,Sat Feb 13 03:59:01 +0000 2016
698342080612007937,2211,933,8897936,18,Twitter for iPhone,Sat Feb 13 03:05:01 +0000 2016
698262614669991936,4642,1935,8897936,18,Twitter for iPhone,Fri Feb 12 21:49:15 +0000 2016
698195409219559425,16332,5782,8897936,18,Twitter for iPhone,Fri Feb 12 17:22:12 +0000 2016
698178924120031232,2735,718,8897936,18,Twitter for iPhone,Fri Feb 12 16:16:41 +0000 2016
697995514407682048,1481,326,8897936,18,Twitter for iPhone,Fri Feb 12 04:07:53 +0000 2016
697990423684476929,3194,1253,8897936,18,Twitter for iPhone,Fri Feb 12 03:47:39 +0000 2016
697943111201378304,2327,655,8897936,18,Twitter for iPhone,Fri Feb 12 00:39:39 +0000 2016
697881462549430272,2935,1128,8897936,18,Twitter for iPhone,Thu Feb 11 20:34:41 +0000 2016
697630435728322560,1702,526,8897936,18,Vine - Make a Scene,Thu Feb 11 03:57:11 +0000 2016
697616773278015490,3071,981,8897937,18,Twitter for iPhone,Thu Feb 11 03:02:54 +0000 2016
697596423848730625,2930,1225,8897937,18,Twitter for iPhone,Thu Feb 11 01:42:02 +0000 2016
697575480820686848,1989,485,8897937,18,Twitter for iPhone,Thu Feb 11 00:18:49 +0000 2016
697516214579523584,1997,1078,8897937,18,Vine - Make a Scene,Wed Feb 10 20:23:19 +0000 2016
697482927769255936,2352,647,8897937,18,Twitter for iPhone,Wed Feb 10 18:11:03 +0000 2016
697463031882764288,3333,1364,8897937,18,Twitter for iPhone,Wed Feb 10 16:51:59 +0000 2016
697270446429966336,4581,1822,8897937,18,Twitter for iPhone,Wed Feb 10 04:06:43 +0000 2016
697259378236399616,3208,974,8897937,18,Twitter for iPhone,Wed Feb 10 03:22:44 +0000 2016
697255105972801536,2983,1118,8897937,18,Twitter for iPhone,Wed Feb 10 03:05:46 +0000 2016
697242256848379904,2457,645,8897936,18,Twitter for iPhone,Wed Feb 10 02:14:42 +0000 2016
696900204696625153,3085,994,8897936,18,Twitter for iPhone,Tue Feb 09 03:35:31 +0000 2016
696894894812565505,2277,664,8897938,18,Twitter for iPhone,Tue Feb 09 03:14:25 +0000 2016
696886256886657024,4719,1741,8897938,18,Twitter for iPhone,Tue Feb 09 02:40:05 +0000 2016
696877980375769088,2382,688,8897938,18,Twitter for iPhone,Tue Feb 09 02:07:12 +0000 2016
696754882863349760,1442,352,8897938,18,Twitter for iPhone,Mon Feb 08 17:58:03 +0000 2016
696744641916489729,2016,903,8897938,18,Vine - Make a Scene,Mon Feb 08 17:17:22 +0000 2016
696713835009417216,2312,627,8897938,18,Twitter for iPhone,Mon Feb 08 15:14:57 +0000 2016
696518437233913856,3808,1663,8897938,18,Twitter for iPhone,Mon Feb 08 02:18:30 +0000 2016
696490539101908992,1184,138,8897938,18,Twitter for iPhone,Mon Feb 08 00:27:39 +0000 2016
696488710901260288,2449,991,8897938,18,Twitter for iPhone,Mon Feb 08 00:20:23 +0000 2016
696405997980676096,3114,1123,8897938,18,Twitter for iPhone,Sun Feb 07 18:51:43 +0000 2016
696100768806522880,1876,631,8897938,18,Vine - Make a Scene,Sat Feb 06 22:38:50 +0000 2016
695816827381944320,2933,1124,8897938,18,Twitter for iPhone,Sat Feb 06 03:50:33 +0000 2016
695794761660297217,3077,746,8897938,18,Twitter for iPhone,Sat Feb 06 02:22:53 +0000 2016
695767669421768709,1810,716,8897938,18,Twitter for iPhone,Sat Feb 06 00:35:13 +0000 2016
695629776980148225,4453,2030,8897938,18,Twitter for iPhone,Fri Feb 05 15:27:17 +0000 2016
695446424020918272,4286,1759,8897938,18,Twitter for iPhone,Fri Feb 05 03:18:42 +0000 2016
695409464418041856,8449,3471,8897938,18,Twitter for iPhone,Fri Feb 05 00:51:51 +0000 2016
695314793360662529,3528,1406,8897939,18,Twitter for iPhone,Thu Feb 04 18:35:39 +0000 2016
695095422348574720,2565,595,8897939,18,Twitter for iPhone,Thu Feb 04 04:03:57 +0000 2016
695074328191332352,2768,1063,8897939,18,Twitter for iPhone,Thu Feb 04 02:40:08 +0000 2016
695064344191721472,1558,574,8897939,18,Twitter for iPhone,Thu Feb 04 02:00:27 +0000 2016
695051054296211456,2588,769,8897939,18,Twitter for iPhone,Thu Feb 04 01:07:39 +0000 2016
694925794720792577,2624,888,8897939,18,Vine - Make a Scene,Wed Feb 03 16:49:55 +0000 2016
694905863685980160,2667,910,8897939,18,Twitter for iPhone,Wed Feb 03 15:30:43 +0000 2016
694669722378485760,34883,13901,8897939,18,Twitter for iPhone,Tue Feb 02 23:52:22 +0000 2016
694356675654983680,1466,279,8897939,18,Twitter for iPhone,Tue Feb 02 03:08:26 +0000 2016
694352839993344000,1981,594,8897939,18,Twitter for iPhone,Tue Feb 02 02:53:12 +0000 2016
694342028726001664,1543,474,8897939,18,Vine - Make a Scene,Tue Feb 02 02:10:14 +0000 2016
694329668942569472,1941,487,8897939,18,Twitter for iPhone,Tue Feb 02 01:21:07 +0000 2016
694206574471057408,4050,1978,8897939,18,Twitter for iPhone,Mon Feb 01 17:11:59 +0000 2016
694183373896572928,2868,899,8897939,18,Twitter for iPhone,Mon Feb 01 15:39:48 +0000 2016
694001791655137281,3317,991,8897939,18,Twitter for iPhone,Mon Feb 01 03:38:15 +0000 2016
693993230313091072,1827,391,8897939,18,Vine - Make a Scene,Mon Feb 01 03:04:14 +0000 2016
693942351086120961,1701,355,8897939,18,Twitter for iPhone,Sun Jan 31 23:42:03 +0000 2016
693647888581312512,2615,564,8897939,18,Twitter for iPhone,Sun Jan 31 04:11:58 +0000 2016
693644216740769793,1314,119,8897939,18,Twitter for iPhone,Sun Jan 31 03:57:23 +0000 2016
693642232151285760,2473,398,8897939,18,Twitter for iPhone,Sun Jan 31 03:49:30 +0000 2016
693629975228977152,2382,771,8897939,18,Twitter for iPhone,Sun Jan 31 03:00:47 +0000 2016
693622659251335168,1498,361,8897939,18,Twitter for iPhone,Sun Jan 31 02:31:43 +0000 2016
693590843962331137,4910,1893,8897940,18,Twitter for iPhone,Sun Jan 31 00:25:18 +0000 2016
693582294167244802,1602,238,8897941,18,Twitter for iPhone,Sat Jan 30 23:51:19 +0000 2016
693486665285931008,1725,613,8897941,18,Twitter for iPhone,Sat Jan 30 17:31:20 +0000 2016
693280720173801472,3261,1203,8897941,18,Twitter for iPhone,Sat Jan 30 03:52:58 +0000 2016
693267061318012928,2318,790,8897941,18,Vine - Make a Scene,Sat Jan 30 02:58:42 +0000 2016
693262851218264065,2151,483,8897941,18,Twitter for iPhone,Sat Jan 30 02:41:58 +0000 2016
693231807727280129,2794,719,8897941,18,Twitter for iPhone,Sat Jan 30 00:38:37 +0000 2016
693155686491000832,7680,3116,8897941,18,Twitter for iPhone,Fri Jan 29 19:36:08 +0000 2016
693109034023534592,1664,592,8898599,18,Twitter for iPhone,Fri Jan 29 16:30:45 +0000 2016
693095443459342336,1807,443,8897941,18,Twitter for iPhone,Fri Jan 29 15:36:45 +0000 2016
692919143163629568,2609,731,8897941,18,Twitter for iPhone,Fri Jan 29 03:56:12 +0000 2016
692905862751522816,2357,845,8897941,18,Twitter for iPhone,Fri Jan 29 03:03:25 +0000 2016
692901601640583168,1711,583,8897941,18,Twitter for iPhone,Fri Jan 29 02:46:29 +0000 2016
692894228850999298,2203,769,8897941,18,Twitter for iPhone,Fri Jan 29 02:17:12 +0000 2016
692828166163931137,2796,862,8897941,18,Twitter for iPhone,Thu Jan 28 21:54:41 +0000 2016
692752401762250755,6622,3530,8897941,18,Twitter for iPhone,Thu Jan 28 16:53:37 +0000 2016
692568918515392513,4241,1483,8897941,18,Twitter for iPhone,Thu Jan 28 04:44:32 +0000 2016
692535307825213440,3069,1317,8897941,18,Twitter for iPhone,Thu Jan 28 02:30:58 +0000 2016
692530551048294401,1783,399,8897941,18,Twitter for iPhone,Thu Jan 28 02:12:04 +0000 2016
692423280028966913,1436,220,8897941,18,Twitter for iPhone,Wed Jan 27 19:05:49 +0000 2016
692417313023332352,9126,3353,8897941,18,Twitter for iPhone,Wed Jan 27 18:42:06 +0000 2016
692187005137076224,2467,789,8897941,18,Twitter for iPhone,Wed Jan 27 03:26:56 +0000 2016
692158366030913536,2092,764,8897941,18,Twitter for iPhone,Wed Jan 27 01:33:08 +0000 2016
692142790915014657,1606,379,8897941,18,Twitter for iPhone,Wed Jan 27 00:31:15 +0000 2016
692041934689402880,3310,1226,8897941,18,Vine - Make a Scene,Tue Jan 26 17:50:29 +0000 2016
692017291282812928,2812,925,8897940,18,Twitter for iPhone,Tue Jan 26 16:12:33 +0000 2016
691820333922455552,3859,1598,8897941,18,Twitter for iPhone,Tue Jan 26 03:09:55 +0000 2016
691793053716221953,7929,4097,8897941,18,Vine - Make a Scene,Tue Jan 26 01:21:31 +0000 2016
691756958957883396,2764,963,8897941,18,Twitter for iPhone,Mon Jan 25 22:58:05 +0000 2016
691675652215414786,1901,493,8897941,18,Twitter for iPhone,Mon Jan 25 17:35:00 +0000 2016
691483041324204033,2325,543,8897941,18,Twitter for iPhone,Mon Jan 25 04:49:38 +0000 2016
691459709405118465,3934,1103,8897941,18,Twitter for iPhone,Mon Jan 25 03:16:56 +0000 2016
691444869282295808,2573,823,8897941,18,Twitter for iPhone,Mon Jan 25 02:17:57 +0000 2016
691416866452082688,18813,7398,8897941,18,Twitter for iPhone,Mon Jan 25 00:26:41 +0000 2016
691321916024623104,2506,639,8897941,18,Twitter for iPhone,Sun Jan 24 18:09:23 +0000 2016
691096613310316544,2886,854,8897941,18,Twitter for iPhone,Sun Jan 24 03:14:07 +0000 2016
691090071332753408,1677,325,8897941,18,Twitter for iPhone,Sun Jan 24 02:48:07 +0000 2016
690989312272396288,5741,2781,8897941,18,Vine - Make a Scene,Sat Jan 23 20:07:44 +0000 2016
690959652130045952,3478,1208,8897941,18,Twitter for iPhone,Sat Jan 23 18:09:53 +0000 2016
690938899477221376,3987,1888,8897941,18,Twitter for iPhone,Sat Jan 23 16:47:25 +0000 2016
690932576555528194,3193,983,8897941,18,Twitter for iPhone,Sat Jan 23 16:22:17 +0000 2016
690735892932222976,3687,1225,8897942,18,Twitter for iPhone,Sat Jan 23 03:20:44 +0000 2016
690728923253055490,2117,501,8897942,18,Twitter for iPhone,Sat Jan 23 02:53:03 +0000 2016
690690673629138944,2260,798,8897942,18,Twitter for iPhone,Sat Jan 23 00:21:03 +0000 2016
690649993829576704,1262,266,8897942,18,Twitter for iPhone,Fri Jan 22 21:39:24 +0000 2016
690607260360429569,291,17,8897942,18,Twitter for iPhone,Fri Jan 22 18:49:36 +0000 2016
690597161306841088,1900,583,8897942,18,Twitter for iPhone,Fri Jan 22 18:09:28 +0000 2016
690400367696297985,1835,433,8897942,18,Twitter for iPhone,Fri Jan 22 05:07:29 +0000 2016
690374419777196032,3166,818,8897942,18,Twitter for iPhone,Fri Jan 22 03:24:22 +0000 2016
690360449368465409,2592,855,8897942,18,Twitter for iPhone,Fri Jan 22 02:28:52 +0000 2016
690348396616552449,1466,498,8897942,18,Vine - Make a Scene,Fri Jan 22 01:40:58 +0000 2016
690248561355657216,1635,403,8897942,18,Twitter for iPhone,Thu Jan 21 19:04:15 +0000 2016
690021994562220032,2719,995,8897942,18,Twitter for iPhone,Thu Jan 21 04:03:58 +0000 2016
690015576308211712,2424,712,8897942,18,Twitter for iPhone,Thu Jan 21 03:38:27 +0000 2016
690005060500217858,3568,1626,8897942,18,Twitter for iPhone,Thu Jan 21 02:56:40 +0000 2016
689999384604450816,1375,354,8897942,18,Twitter for iPhone,Thu Jan 21 02:34:07 +0000 2016
689993469801164801,1416,432,8897942,18,Vine - Make a Scene,Thu Jan 21 02:10:37 +0000 2016
689977555533848577,1335,433,8897942,18,Twitter for iPhone,Thu Jan 21 01:07:23 +0000 2016
689905486972461056,2381,677,8897943,18,Twitter for iPhone,Wed Jan 20 20:21:00 +0000 2016
689877686181715968,2955,1122,8897943,18,Twitter for iPhone,Wed Jan 20 18:30:32 +0000 2016
689835978131935233,2110,726,8897943,18,Twitter for iPhone,Wed Jan 20 15:44:48 +0000 2016
689661964914655233,3142,905,8897943,18,Twitter for iPhone,Wed Jan 20 04:13:20 +0000 2016
689659372465688576,10088,3729,8897943,18,Twitter for iPhone,Wed Jan 20 04:03:02 +0000 2016
689623661272240129,2168,623,8897943,18,Twitter for iPhone,Wed Jan 20 01:41:08 +0000 2016
689599056876867584,11339,5335,8897943,18,Twitter for iPhone,Wed Jan 20 00:03:21 +0000 2016
689557536375177216,1994,442,8897943,18,Twitter for iPhone,Tue Jan 19 21:18:22 +0000 2016
689517482558820352,3308,1389,8897943,18,Twitter for iPhone,Tue Jan 19 18:39:13 +0000 2016
689289219123089408,2194,903,8897943,18,Twitter for iPhone,Tue Jan 19 03:32:10 +0000 2016
689283819090870273,3172,1061,8897943,18,Twitter for iPhone,Tue Jan 19 03:10:43 +0000 2016
689280876073582592,1929,683,8897943,18,Twitter for iPhone,Tue Jan 19 02:59:01 +0000 2016
689275259254616065,1113,236,8897943,18,Twitter for iPhone,Tue Jan 19 02:36:42 +0000 2016
689255633275777024,2490,1049,8897943,18,Vine - Make a Scene,Tue Jan 19 01:18:43 +0000 2016
689154315265683456,2999,960,8897943,18,Twitter for iPhone,Mon Jan 18 18:36:07 +0000 2016
689143371370250240,1962,489,8897943,18,Twitter for iPhone,Mon Jan 18 17:52:38 +0000 2016
688916208532455424,2640,834,8897943,18,Twitter for iPhone,Mon Jan 18 02:49:58 +0000 2016
688908934925697024,2054,739,8897943,18,Twitter for iPhone,Mon Jan 18 02:21:04 +0000 2016
688898160958271489,2037,757,8897943,18,Twitter for iPhone,Mon Jan 18 01:38:15 +0000 2016
688894073864884227,2185,663,8897943,18,Twitter for iPhone,Mon Jan 18 01:22:00 +0000 2016
688828561667567616,1347,357,8897943,18,Twitter for iPhone,Sun Jan 17 21:01:41 +0000 2016
688804835492233216,943,184,8897943,18,Twitter for iPhone,Sun Jan 17 19:27:24 +0000 2016
688789766343622656,2157,641,8897943,18,Twitter for iPhone,Sun Jan 17 18:27:32 +0000 2016
688547210804498433,2527,675,8897943,18,Twitter for iPhone,Sun Jan 17 02:23:42 +0000 2016
688519176466644993,2260,708,8897943,18,Twitter for iPhone,Sun Jan 17 00:32:18 +0000 2016
688385280030670848,9033,4330,8897943,18,Twitter for iPhone,Sat Jan 16 15:40:14 +0000 2016
688211956440801280,2181,804,8897943,18,Twitter for iPhone,Sat Jan 16 04:11:31 +0000 2016
688179443353796608,2075,566,8897943,18,Twitter for iPhone,Sat Jan 16 02:02:19 +0000 2016
688116655151435777,2753,748,8897943,18,Twitter for iPhone,Fri Jan 15 21:52:49 +0000 2016
688064179421470721,1692,351,8897943,18,Twitter for iPhone,Fri Jan 15 18:24:18 +0000 2016
687841446767013888,5322,2421,8897943,18,Vine - Make a Scene,Fri Jan 15 03:39:15 +0000 2016
687826841265172480,2674,1087,8897943,18,Twitter for iPhone,Fri Jan 15 02:41:12 +0000 2016
